state,district,category,feature,value
Andhra Pradesh,GUNTUR,School Basic Sanitation,Schools with non functioning drinking water,4.0
Himachal Pradesh,LAHUL & SPITI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Kerala,IDUKKI,School Basic Sanitation,Schools with non functioning drinking water,2.0
Arunachal Pradesh,SHI YOMI,School Basic Sanitation,Schools with non functioning drinking water,110.0
Haryana,PALWAL,School Basic Sanitation,Schools with non functioning drinking water,1.0
Madhya Pradesh,DATIA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Assam,BONGAIGAON,School Basic Sanitation,Schools with non functioning drinking water,4.0
Telangana,MANCHERIAL,School Basic Sanitation,Schools with non functioning drinking water,6.0
Chhattisgarh,JANJGIR - CHAMPA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jharkhand,DEOGHAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Nagaland,MOKOKCHUNG,School Basic Sanitation,Schools with non functioning drinking water,7.0
Bihar,BHAGALPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Gujarat,SABAR KANTHA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Manipur,TAMENGLONG,School Basic Sanitation,Schools with non functioning drinking water,82.0
Andhra Pradesh,CHITTOOR,School Basic Sanitation,Schools with non functioning drinking water,6.0
Jharkhand,PAKAUR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Maharashtra,AURANGABAD (MAHARASHTRA),School Basic Sanitation,Schools with non functioning drinking water,1.0
Nagaland,MON,School Basic Sanitation,Schools with non functioning drinking water,191.0
Chhattisgarh,RAJNANDGAON,School Basic Sanitation,Schools with non functioning drinking water,0.0
Rajasthan,BARAN,School Basic Sanitation,Schools with non functioning drinking water,17.0
Uttarakhand,HARDWAR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Uttarakhand,CHAMPAWAT,School Basic Sanitation,Schools with non functioning drinking water,13.0
Uttarakhand,PAURI,School Basic Sanitation,Schools with non functioning drinking water,8.0
Kerala,WAYANAD,School Basic Sanitation,Schools with non functioning drinking water,4.0
Rajasthan,NAGAUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
West Bengal,PURBA BARDHAMAN,School Basic Sanitation,Schools with non functioning drinking water,0.0
Arunachal Pradesh,LOWER DIBANG VALLEY,School Basic Sanitation,Schools with non functioning drinking water,9.0
Rajasthan,DHAULPUR,School Basic Sanitation,Schools with non functioning drinking water,2.0
Andhra Pradesh,PRAKASAM,School Basic Sanitation,Schools with non functioning drinking water,17.0
Assam,WEST KARBI ANGLONG,School Basic Sanitation,Schools with non functioning drinking water,7.0
Uttar Pradesh,DEORIA,School Basic Sanitation,Schools with non functioning drinking water,12.0
Uttar Pradesh,VARANASI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Andhra Pradesh,VIZIANAGARAM,School Basic Sanitation,Schools with non functioning drinking water,9.0
Arunachal Pradesh,WEST KAMENG,School Basic Sanitation,Schools with non functioning drinking water,29.0
Kerala,PATHANAMTHITTA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,GONDA,School Basic Sanitation,Schools with non functioning drinking water,3.0
Assam,SIBSAGAR,School Basic Sanitation,Schools with non functioning drinking water,4.0
Assam,KAMPRUP,School Basic Sanitation,Schools with non functioning drinking water,12.0
Assam,BISWANATH,School Basic Sanitation,Schools with non functioning drinking water,6.0
Uttar Pradesh,KANPUR,School Basic Sanitation,Schools with non functioning drinking water,3.0
Uttar Pradesh,RAE BARELI,School Basic Sanitation,Schools with non functioning drinking water,1.0
West Bengal,PURULIA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Chhattisgarh,KORBA,School Basic Sanitation,Schools with non functioning drinking water,5.0
Manipur,PHERZAWL,School Basic Sanitation,Schools with non functioning drinking water,7.0
Telangana,NAGARKURNOOL,School Basic Sanitation,Schools with non functioning drinking water,5.0
West Bengal,BIRBHUM,School Basic Sanitation,Schools with non functioning drinking water,1.0
Karnataka,BIDAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,MAHOBA,School Basic Sanitation,Schools with non functioning drinking water,2.0
Karnataka,KALBURGI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,HYDERABAD,School Basic Sanitation,Schools with non functioning drinking water,1.0
West Bengal,DARJEELING,School Basic Sanitation,Schools with non functioning drinking water,47.0
Uttar Pradesh,MEERUT,School Basic Sanitation,Schools with non functioning drinking water,0.0
Assam,LAKHIMPUR KHERI,School Basic Sanitation,Schools with non functioning drinking water,5.0
Kerala,ERNAKULAM,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,MAHABUBABAD,School Basic Sanitation,Schools with non functioning drinking water,11.0
Assam,HAILAKANDI,School Basic Sanitation,Schools with non functioning drinking water,92.0
Chhattisgarh,KAWARDHA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jammu & Kashmir,KISHTWAR,School Basic Sanitation,Schools with non functioning drinking water,3.0
Telangana,JAYASHANKAR,School Basic Sanitation,Schools with non functioning drinking water,5.0
Karnataka,HASSAN,School Basic Sanitation,Schools with non functioning drinking water,0.0
Maharashtra,YAVATMAL,School Basic Sanitation,Schools with non functioning drinking water,0.0
Chhattisgarh,SURGUJA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Odisha,NUAPADA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Rajasthan,JAIPUR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Jharkhand,GIRIDIH,School Basic Sanitation,Schools with non functioning drinking water,1.0
Andhra Pradesh,KRISHNA,School Basic Sanitation,Schools with non functioning drinking water,8.0
Madhya Pradesh,MORENA,School Basic Sanitation,Schools with non functioning drinking water,8.0
Uttar Pradesh,CHANDAULI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,SHAMLI (PRABUDH NAGAR),School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttarakhand,UDHAM SINGH NAGAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Arunachal Pradesh,UPPER SUBANSIRI,School Basic Sanitation,Schools with non functioning drinking water,44.0
Assam,BARPETA,School Basic Sanitation,Schools with non functioning drinking water,2.0
Assam,MORIGAON,School Basic Sanitation,Schools with non functioning drinking water,1.0
Himachal Pradesh,SIRMAUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jammu & Kashmir,SAMBA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,MEDAK,School Basic Sanitation,Schools with non functioning drinking water,2.0
Uttar Pradesh,SONBHADRA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jammu & Kashmir,KUPWARA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Madhya Pradesh,SHAHDOL,School Basic Sanitation,Schools with non functioning drinking water,0.0
Tripura,GOMATI,School Basic Sanitation,Schools with non functioning drinking water,20.0
Uttar Pradesh,FAIZABAD,School Basic Sanitation,Schools with non functioning drinking water,1.0
Uttar Pradesh,SULTANPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
West Bengal,JHARGRAM,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jammu & Kashmir,BADGAM,School Basic Sanitation,Schools with non functioning drinking water,12.0
Uttar Pradesh,BASTI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Chhattisgarh,BIJAPUR,School Basic Sanitation,Schools with non functioning drinking water,2.0
Maharashtra,KOLHAPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Maharashtra,SANGLI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Meghalaya,JAINTIA HILLS,School Basic Sanitation,Schools with non functioning drinking water,428.0
Haryana,PANIPAT,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,HOSHANGABAD,School Basic Sanitation,Schools with non functioning drinking water,3.0
Karnataka,CHIKKABALLAPURA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Karnataka,HAVERI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,SHAJAPUR,School Basic Sanitation,Schools with non functioning drinking water,2.0
West Bengal,MURSHIDABAD,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,KOMARAM BHEEM,School Basic Sanitation,Schools with non functioning drinking water,19.0
Rajasthan,JHUNJHUNU,School Basic Sanitation,Schools with non functioning drinking water,1.0
Assam,NAGAON,School Basic Sanitation,Schools with non functioning drinking water,2.0
Haryana,SIRSA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Karnataka,DHARWAD,School Basic Sanitation,Schools with non functioning drinking water,0.0
Kerala,ALAPPUZHA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,MAHARAJGANJ,School Basic Sanitation,Schools with non functioning drinking water,0.0
Assam,UDALGURI,School Basic Sanitation,Schools with non functioning drinking water,6.0
Karnataka,VIJAYAPURA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,HATHRAS,School Basic Sanitation,Schools with non functioning drinking water,5.0
Uttar Pradesh,SHAHJAHANPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Assam,NALBARI,School Basic Sanitation,Schools with non functioning drinking water,1.0
Jharkhand,CHATRA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,BHIND,School Basic Sanitation,Schools with non functioning drinking water,7.0
Maharashtra,SOLAPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,SAMBHAL (BHIM NAGAR),School Basic Sanitation,Schools with non functioning drinking water,1.0
Bihar,SHEIKHPURA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Meghalaya,EAST KHASI HILLS,School Basic Sanitation,Schools with non functioning drinking water,47.0
Madhya Pradesh,HARDA,School Basic Sanitation,Schools with non functioning drinking water,3.0
Nagaland,DIMAPUR,School Basic Sanitation,Schools with non functioning drinking water,12.0
Telangana,JOGULAMBA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Assam,DHUBRI,School Basic Sanitation,Schools with non functioning drinking water,4.0
Gujarat,KHEDA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Assam,DIMA HASAO,School Basic Sanitation,Schools with non functioning drinking water,143.0
Ladakh,KARGIL,School Basic Sanitation,Schools with non functioning drinking water,44.0
Uttar Pradesh,AMBEDKAR NAGAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,KUSHINAGAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jharkhand,DHANBAD,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,JHABUA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,SURYAPET,School Basic Sanitation,Schools with non functioning drinking water,4.0
Madhya Pradesh,SAGAR,School Basic Sanitation,Schools with non functioning drinking water,2.0
Uttar Pradesh,GHAZIABAD,School Basic Sanitation,Schools with non functioning drinking water,1.0
Uttar Pradesh,JAUNPUR,School Basic Sanitation,Schools with non functioning drinking water,4.0
Assam,CACHAR,School Basic Sanitation,Schools with non functioning drinking water,41.0
Assam,JORHAT,School Basic Sanitation,Schools with non functioning drinking water,5.0
Bihar,SITAMARHI,School Basic Sanitation,Schools with non functioning drinking water,0.0
West Bengal,PURBA MEDINIPUR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Mizoram,SAIHA,School Basic Sanitation,Schools with non functioning drinking water,7.0
Meghalaya,NORTH GARO HILLS,School Basic Sanitation,Schools with non functioning drinking water,175.0
Rajasthan,KARAULI,School Basic Sanitation,Schools with non functioning drinking water,8.0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Arunachal Pradesh,KRA DADI,School Basic Sanitation,Schools with non functioning drinking water,159.0
Jammu & Kashmir,DODA,School Basic Sanitation,Schools with non functioning drinking water,10.0
Jharkhand,KODARMA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Maharashtra,PALGHAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,RAMPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Tripura,SEPAHIJALA,School Basic Sanitation,Schools with non functioning drinking water,17.0
Uttar Pradesh,GHAZIPUR,School Basic Sanitation,Schools with non functioning drinking water,3.0
Maharashtra,AMRAVATI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Manipur,CHANDEL,School Basic Sanitation,Schools with non functioning drinking water,1.0
Uttarakhand,BAGESHWAR,School Basic Sanitation,Schools with non functioning drinking water,4.0
Chhattisgarh,BALODABAZAR,School Basic Sanitation,Schools with non functioning drinking water,2.0
Arunachal Pradesh,LOWER SIANG,School Basic Sanitation,Schools with non functioning drinking water,46.0
Bihar,GAYA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Rajasthan,BHILWARA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,ADILABAD,School Basic Sanitation,Schools with non functioning drinking water,29.0
Uttar Pradesh,BAGHPAT,School Basic Sanitation,Schools with non functioning drinking water,1.0
Haryana,ROHTAK,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jharkhand,HAZARIBAG,School Basic Sanitation,Schools with non functioning drinking water,2.0
Telangana,JAGTIAL,School Basic Sanitation,Schools with non functioning drinking water,1.0
Telangana,MAHABUBNAGAR,School Basic Sanitation,Schools with non functioning drinking water,4.0
Arunachal Pradesh,SIANG,School Basic Sanitation,Schools with non functioning drinking water,41.0
Chhattisgarh,SURAJPUR,School Basic Sanitation,Schools with non functioning drinking water,3.0
Madhya Pradesh,SINGRAULI,School Basic Sanitation,Schools with non functioning drinking water,3.0
West Bengal,UTTAR DINAJPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Manipur,KANGPOKPI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Nagaland,TUENSANG,School Basic Sanitation,Schools with non functioning drinking water,90.0
Karnataka,BELAGAVI CHIKKODI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Rajasthan,SAWAI MADHOPUR,School Basic Sanitation,Schools with non functioning drinking water,3.0
Bihar,SIWAN,School Basic Sanitation,Schools with non functioning drinking water,0.0
Rajasthan,CHURU,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,MIRZAPUR,School Basic Sanitation,Schools with non functioning drinking water,1.0
West Bengal,MALDAH,School Basic Sanitation,Schools with non functioning drinking water,1.0
Haryana,NUH,School Basic Sanitation,Schools with non functioning drinking water,1.0
Jammu & Kashmir,RAJAURI,School Basic Sanitation,Schools with non functioning drinking water,23.0
Chhattisgarh,KANKER,School Basic Sanitation,Schools with non functioning drinking water,3.0
Maharashtra,RAIGARH (MAHARASHTRA),School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,NARAYANAPET,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,ALLAHABAD,School Basic Sanitation,Schools with non functioning drinking water,2.0
Bihar,BANKA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Jharkhand,LOHARDAGA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,SEONI,School Basic Sanitation,Schools with non functioning drinking water,3.0
Madhya Pradesh,SHIVPURI,School Basic Sanitation,Schools with non functioning drinking water,2.0
Nagaland,PEREN,School Basic Sanitation,Schools with non functioning drinking water,98.0
Assam,KARIMGANJ,School Basic Sanitation,Schools with non functioning drinking water,39.0
Madhya Pradesh,NIWARI,School Basic Sanitation,Schools with non functioning drinking water,11.0
Maharashtra,GADCHIROLI,School Basic Sanitation,Schools with non functioning drinking water,3.0
Rajasthan,ALWAR,School Basic Sanitation,Schools with non functioning drinking water,6.0
Rajasthan,PRATAPGARH (RAJ.),School Basic Sanitation,Schools with non functioning drinking water,7.0
Madhya Pradesh,GUNA,School Basic Sanitation,Schools with non functioning drinking water,3.0
Bihar,MUNGER,School Basic Sanitation,Schools with non functioning drinking water,0.0
Chhattisgarh,BASTER,School Basic Sanitation,Schools with non functioning drinking water,5.0
Madhya Pradesh,UJJAIN,School Basic Sanitation,Schools with non functioning drinking water,10.0
Rajasthan,AJMER,School Basic Sanitation,Schools with non functioning drinking water,0.0
Assam,KAMRUP,School Basic Sanitation,Schools with non functioning drinking water,8.0
Assam,KARBI ANGLONG,School Basic Sanitation,Schools with non functioning drinking water,25.0
Rajasthan,SIROHI,School Basic Sanitation,Schools with non functioning drinking water,5.0
Uttar Pradesh,BANDA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Uttar Pradesh,JHANSI,School Basic Sanitation,Schools with non functioning drinking water,2.0
Jammu & Kashmir,SHOPIAN,School Basic Sanitation,Schools with non functioning drinking water,1.0
Karnataka,MYSURU,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,DEWAS,School Basic Sanitation,Schools with non functioning drinking water,8.0
Uttar Pradesh,HAMIRPUR (U.P.),School Basic Sanitation,Schools with non functioning drinking water,3.0
Uttar Pradesh,JALAUN,School Basic Sanitation,Schools with non functioning drinking water,2.0
Uttar Pradesh,MAINPURI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Tripura,DHALAI,School Basic Sanitation,Schools with non functioning drinking water,89.0
Uttar Pradesh,AGRA,School Basic Sanitation,Schools with non functioning drinking water,10.0
Madhya Pradesh,KHANDWA,School Basic Sanitation,Schools with non functioning drinking water,3.0
Madhya Pradesh,UMARIA,School Basic Sanitation,Schools with non functioning drinking water,3.0
Chhattisgarh,BALOD,School Basic Sanitation,Schools with non functioning drinking water,0.0
Odisha,KEONJHAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Arunachal Pradesh,UPPER SIANG,School Basic Sanitation,Schools with non functioning drinking water,47.0
Bihar,MUZAFFARPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,NARSIMHAPUR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Maharashtra,AHMADNAGAR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Chhattisgarh,BILASPUR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Jharkhand,GARHWA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Nagaland,KIPHIRE,School Basic Sanitation,Schools with non functioning drinking water,268.0
Uttarakhand,DEHRADUN,School Basic Sanitation,Schools with non functioning drinking water,2.0
Arunachal Pradesh,TIRAP,School Basic Sanitation,Schools with non functioning drinking water,71.0
Assam,SOUTH SALMARA-MANKACHAR,School Basic Sanitation,Schools with non functioning drinking water,10.0
Bihar,PATNA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Maharashtra,NASHIK,School Basic Sanitation,Schools with non functioning drinking water,1.0
Tripura,NORTH TRIPURA,School Basic Sanitation,Schools with non functioning drinking water,29.0
Maharashtra,NANDED,School Basic Sanitation,Schools with non functioning drinking water,2.0
Assam,DARRANG,School Basic Sanitation,Schools with non functioning drinking water,4.0
Chhattisgarh,SUKMA,School Basic Sanitation,Schools with non functioning drinking water,4.0
Tripura,UNAKOTI,School Basic Sanitation,Schools with non functioning drinking water,19.0
Madhya Pradesh,ASHOKNAGAR,School Basic Sanitation,Schools with non functioning drinking water,6.0
Rajasthan,HANUMANGARH,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,MUZAFFARNAGAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,SAHARANPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
West Bengal,PASCHIM MEDINIPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Arunachal Pradesh,ANJAW,School Basic Sanitation,Schools with non functioning drinking water,7.0
Chhattisgarh,RAIGARH,School Basic Sanitation,Schools with non functioning drinking water,2.0
Jharkhand,PURBI SINGHBHUM,School Basic Sanitation,Schools with non functioning drinking water,1.0
Madhya Pradesh,MANDLA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Arunachal Pradesh,TAWANG,School Basic Sanitation,Schools with non functioning drinking water,2.0
Chhattisgarh,KONDAGAON,School Basic Sanitation,Schools with non functioning drinking water,3.0
Haryana,JHAJJAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,DINDORI,School Basic Sanitation,Schools with non functioning drinking water,4.0
Chhattisgarh,NARAYANPUR,School Basic Sanitation,Schools with non functioning drinking water,6.0
Madhya Pradesh,GWALIOR,School Basic Sanitation,Schools with non functioning drinking water,3.0
Arunachal Pradesh,LOHIT,School Basic Sanitation,Schools with non functioning drinking water,9.0
Jharkhand,LATEHAR,School Basic Sanitation,Schools with non functioning drinking water,1.0
Ladakh,LEH (LADAKH),School Basic Sanitation,Schools with non functioning drinking water,40.0
Madhya Pradesh,BARWANI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Telangana,NALGONDA,School Basic Sanitation,Schools with non functioning drinking water,7.0
Assam,TINSUKIA,School Basic Sanitation,Schools with non functioning drinking water,1.0
Maharashtra,RATNAGIRI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Meghalaya,SOUTH WEST KHASI HILLS,School Basic Sanitation,Schools with non functioning drinking water,143.0
Arunachal Pradesh,LOWER SUBANSIRI,School Basic Sanitation,Schools with non functioning drinking water,72.0
Jammu & Kashmir,JAMMU,School Basic Sanitation,Schools with non functioning drinking water,0.0
West Bengal,ALIPURDUAR,School Basic Sanitation,Schools with non functioning drinking water,0.0
West Bengal,SOUTH 24 PARGANAS,School Basic Sanitation,Schools with non functioning drinking water,1.0
Andhra Pradesh,SRIKAKULAM,School Basic Sanitation,Schools with non functioning drinking water,13.0
Tripura,SOUTH TRIPURA,School Basic Sanitation,Schools with non functioning drinking water,17.0
Uttar Pradesh,BHADOI,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,MATHURA,School Basic Sanitation,Schools with non functioning drinking water,8.0
Jammu & Kashmir,PUNCH,School Basic Sanitation,Schools with non functioning drinking water,4.0
Uttar Pradesh,CHITRAKOOT,School Basic Sanitation,Schools with non functioning drinking water,2.0
Manipur,TENGNOUPAL,School Basic Sanitation,Schools with non functioning drinking water,47.0
Rajasthan,JAISALMER,School Basic Sanitation,Schools with non functioning drinking water,2.0
Uttar Pradesh,AURAIYA,School Basic Sanitation,Schools with non functioning drinking water,0.0
Madhya Pradesh,INDORE,School Basic Sanitation,Schools with non functioning drinking water,2.0
Bihar,SAMASTIPUR,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttar Pradesh,AZAMGARH,School Basic Sanitation,Schools with non functioning drinking water,0.0
Uttarakhand,PITHORAGARH,School Basic Sanitation,Schools with non functioning drinking water,9.0
Bihar,BEGUSARAI,School Basic Sanitation,Schools with functioning toilets,100.0
Uttar Pradesh,GORAKHPUR,School Basic Sanitation,Schools with functioning toilets,99.0
Madhya Pradesh,TIKAMGARH,School Basic Sanitation,Schools with functioning toilets,99.0
Puducherry,MAHE,School Basic Sanitation,Schools with functioning toilets,100.0
Assam,CHARAIDEO,School Basic Sanitation,Schools with functioning toilets,97.0
Chhattisgarh,RAIPUR,School Basic Sanitation,Schools with functioning toilets,99.0
Madhya Pradesh,SIDHI,School Basic Sanitation,Schools with functioning toilets,97.0
Telangana,WARANGAL,School Basic Sanitation,Schools with functioning toilets,98.0
Manipur,KAMJONG,School Basic Sanitation,Schools with functioning toilets,75.0
Uttar Pradesh,BARABANKI,School Basic Sanitation,Schools with functioning toilets,95.0
Uttar Pradesh,SANT KABIR NAGAR,School Basic Sanitation,Schools with functioning toilets,100.0
Andhra Pradesh,KURNOOL,School Basic Sanitation,Schools with functioning toilets,81.0
Assam,KOKRAJHAR,School Basic Sanitation,Schools with functioning toilets,62.0
Maharashtra,NAGPUR,School Basic Sanitation,Schools with functioning toilets,96.0
Nagaland,KOHIMA,School Basic Sanitation,Schools with functioning toilets,98.0
West Bengal,KALIMPONG,School Basic Sanitation,Schools with functioning toilets,100.0
Bihar,AURANGABAD (BIHAR),School Basic Sanitation,Schools with functioning toilets,98.0
Chhattisgarh,JASHPUR,School Basic Sanitation,Schools with functioning toilets,97.0
Meghalaya,WEST GARO HILLS,School Basic Sanitation,Schools with functioning toilets,70.0
Tamilnadu,TIRUVALLUR,School Basic Sanitation,Schools with functioning toilets,100.0
Telangana,VIKARABAD,School Basic Sanitation,Schools with functioning toilets,95.0
Bihar,SHEOHAR,School Basic Sanitation,Schools with functioning toilets,100.0
Gujarat,GIR SOMNATH,School Basic Sanitation,Schools with functioning toilets,99.0
Nagaland,PHEK,School Basic Sanitation,Schools with functioning toilets,92.0
Odisha,KENDRAPARA,School Basic Sanitation,Schools with functioning toilets,91.0
Rajasthan,TONK,School Basic Sanitation,Schools with functioning toilets,99.0
Andhra Pradesh,EAST GODAVARI,School Basic Sanitation,Schools with functioning toilets,75.0
Gujarat,MAHISAGAR,School Basic Sanitation,Schools with functioning toilets,99.0
Rajasthan,BUNDI,School Basic Sanitation,Schools with functioning toilets,90.0
Himachal Pradesh,KANGRA,School Basic Sanitation,Schools with functioning toilets,99.0
Meghalaya,RI BHOI,School Basic Sanitation,Schools with functioning toilets,81.0
Odisha,JAJPUR,School Basic Sanitation,Schools with functioning toilets,84.0
Uttar Pradesh,PILIBHIT,School Basic Sanitation,Schools with functioning toilets,98.0
Uttar Pradesh,SITAPUR,School Basic Sanitation,Schools with functioning toilets,93.0
Jammu & Kashmir,RAMBAN,School Basic Sanitation,Schools with functioning toilets,87.0
Madhya Pradesh,BURHANPUR,School Basic Sanitation,Schools with functioning toilets,100.0
West Bengal,SILIGURI,School Basic Sanitation,Schools with functioning toilets,100.0
Arunachal Pradesh,NAMSAI,School Basic Sanitation,Schools with functioning toilets,73.0
Arunachal Pradesh,PAKKE KESSANG,School Basic Sanitation,Schools with functioning toilets,59.0
Rajasthan,PALI,School Basic Sanitation,Schools with functioning toilets,93.0
Kerala,KOZHIKODE,School Basic Sanitation,Schools with functioning toilets,100.0
Madhya Pradesh,DHAR,School Basic Sanitation,Schools with functioning toilets,98.0
Maharashtra,CHANDRAPUR,School Basic Sanitation,Schools with functioning toilets,97.0
Mizoram,KOLASIB,School Basic Sanitation,Schools with functioning toilets,94.0
Odisha,BOUDH,School Basic Sanitation,Schools with functioning toilets,88.0
Maharashtra,BID,School Basic Sanitation,Schools with functioning toilets,89.0
Telangana,NIRMAL,School Basic Sanitation,Schools with functioning toilets,90.0
Jammu & Kashmir,ANANTNAG,School Basic Sanitation,Schools with functioning toilets,98.0
Madhya Pradesh,BETUL,School Basic Sanitation,Schools with functioning toilets,98.0
Tamilnadu,PUDUKKOTTAI,School Basic Sanitation,Schools with functioning toilets,100.0
Haryana,PANCHKULA,School Basic Sanitation,Schools with functioning toilets,99.0
Punjab,KAPURTHALA,School Basic Sanitation,Schools with functioning toilets,100.0
Telangana,MEDCHAL,School Basic Sanitation,Schools with functioning toilets,99.0
Telangana,NIZAMABAD,School Basic Sanitation,Schools with functioning toilets,97.0
Uttar Pradesh,SIDDHARTHNAGAR,School Basic Sanitation,Schools with functioning toilets,98.0
Andhra Pradesh,KADAPA,School Basic Sanitation,Schools with functioning toilets,80.0
Haryana,GURUGRAM,School Basic Sanitation,Schools with functioning toilets,100.0
Jammu & Kashmir,PULWAMA,School Basic Sanitation,Schools with functioning toilets,90.0
Manipur,SENAPATI,School Basic Sanitation,Schools with functioning toilets,67.0
Maharashtra,WASHIM,School Basic Sanitation,Schools with functioning toilets,98.0
Rajasthan,BIKANER,School Basic Sanitation,Schools with functioning toilets,98.0
Uttar Pradesh,ALIGARH,School Basic Sanitation,Schools with functioning toilets,98.0
West Bengal,BANKURA,School Basic Sanitation,Schools with functioning toilets,100.0
Jammu & Kashmir,UDHAMPUR,School Basic Sanitation,Schools with functioning toilets,85.0
Assam,HOJAI,School Basic Sanitation,Schools with functioning toilets,86.0
Haryana,JIND,School Basic Sanitation,Schools with functioning toilets,100.0
